"rotten_tomatoes_link","critic_name","top_critic","publisher_name","review_type","review_score","review_date","review_content","letter_grade","numeric_score","binary_score_numeric","normalized_score"
"m/rio","","False","ComingSoon.net","Fresh","6.5/10","2011-04-18","There's probably not much to worry about come Oscar time, but for a weekend with the kids, it's not bad.",NA,6.5,1,0.228124454889753
"m/rio","","False","ComingSoon.net","Fresh","6.5/10","2011-04-18","There's probably not much to worry about come Oscar time, but for a weekend with the kids, it's not bad.",NA,6.5,1,0.228124454889753
"m/rio","","False","National Post","Fresh","3/4","2011-07-15","",NA,7.5,1,0.660878606051666
"m/rio","","False","National Post","Fresh","3/4","2011-07-15","",NA,7.5,1,0.660878606051666
"m/rio_bravo","","False","TV Guide","Fresh","4/4","2008-05-13","A lengthy, leisurely paced film.",NA,10,1,1.74276398395645
"m/rio_bravo","","False","Empire Magazine","Fresh","5/5","2008-05-13","Faultless, freewheeling-and very funny.",NA,10,1,1.74276398395645
"m/rio_bravo","","False","Film4","Fresh","","2008-05-13","Flawlessly cast, complex, amusing and exciting, the film integrates multi-layered themes into a unified and satisfying whole.",NA,NA,1,NA
"m/rio_bravo","","False","TV Guide","Fresh","4/4","2008-05-13","A lengthy, leisurely paced film.",NA,10,1,1.74276398395645
"m/rio_bravo","","False","Empire Magazine","Fresh","5/5","2008-05-13","Faultless, freewheeling-and very funny.",NA,10,1,1.74276398395645
"m/rio_bravo","","False","Film4","Fresh","","2008-05-13","Flawlessly cast, complex, amusing and exciting, the film integrates multi-layered themes into a unified and satisfying whole.",NA,NA,1,NA
"m/rio_bravo","","True","TIME Magazine","Fresh","","2009-04-27","Wayne, of course, walks off with the show -- not by doing anything in particular, but simply by being what he is: at 51, still one of the most believable he-men in Hollywood.",NA,NA,1,NA
"m/rio_bravo","","True","TIME Magazine","Fresh","","2009-04-27","Wayne, of course, walks off with the show -- not by doing anything in particular, but simply by being what he is: at 51, still one of the most believable he-men in Hollywood.",NA,NA,1,NA
"m/rio_bravo","","False","Total Film","Fresh","5/5","2013-04-23","Warm, witty and endlessly welcoming, not only is it the filmmaker's finest Oater -- better even than the sparkling Red River -- it's arguably the quintessential Hawks flick.",NA,10,1,1.74276398395645
"m/rio_bravo","","False","Total Film","Fresh","5/5","2013-04-23","Warm, witty and endlessly welcoming, not only is it the filmmaker's finest Oater -- better even than the sparkling Red River -- it's arguably the quintessential Hawks flick.",NA,10,1,1.74276398395645
"m/rio_bravo","","False","Sky Cinema","Fresh","3/5","2018-01-26","It's long but involving, with an unexpectedly good performance from Dean Martin.",NA,6,1,0.0117473793087968
"m/rio_bravo","","False","Sky Cinema","Fresh","3/5","2018-01-26","It's long but involving, with an unexpectedly good performance from Dean Martin.",NA,6,1,0.0117473793087968
"m/rio_lobo","","False","Film4","Rotten","","2003-05-24","Disappointing.",NA,NA,0,NA
"m/rio_lobo","","False","Film4","Rotten","","2003-05-24","Disappointing.",NA,NA,0,NA
"m/rio_lobo","","True","Variety","Rotten","","2008-05-13","Hawks' direction is as listless as the plot.",NA,NA,0,NA
"m/rio_lobo","","False","TV Guide","Rotten","1.5/4","2008-05-13","For such a refined director as Hawks to end his career on a note like this, having made some of the finest films in the history of American cinema, is an atrocity not worth the silver used in the negative.",NA,3.75,0,-0.961949460805507
"m/rio_lobo","","True","Variety","Rotten","","2008-05-13","Hawks' direction is as listless as the plot.",NA,NA,0,NA
"m/rio_lobo","","False","TV Guide","Rotten","1.5/4","2008-05-13","For such a refined director as Hawks to end his career on a note like this, having made some of the finest films in the history of American cinema, is an atrocity not worth the silver used in the negative.",NA,3.75,0,-0.961949460805507
"m/riot_in_cell_block_11","","False","TV Guide","Fresh","3.5/4","2014-09-19","A powerful and intelligent prison film.",NA,8.75,1,1.20182129500406
"m/riot_in_cell_block_11","","True","TIME Magazine","Fresh","","2014-09-19","Riot in Cell Block 11 is the best prison movie produced in years.",NA,NA,1,NA
"m/riot_in_cell_block_11","","False","TV Guide","Fresh","3.5/4","2014-09-19","A powerful and intelligent prison film.",NA,8.75,1,1.20182129500406
"m/riot_in_cell_block_11","","True","TIME Magazine","Fresh","","2014-09-19","Riot in Cell Block 11 is the best prison movie produced in years.",NA,NA,1,NA
"m/ripe","","True","Entertainment Weekly","Rotten","","1800-01-01","","C",3,0,-1.28651507417694
"m/ripe","","True","Entertainment Weekly","Rotten","","1800-01-01","","C",3,0,-1.28651507417694
"m/ripleys_game","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/ripleys_game","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/rise_of_the_planet_of_the_apes","","True","Chicago Reader","Fresh","","2011-08-04","The first half (presumably where most of the narrative scenes were excised) is frustratingly arrhythmic; more satisfying is the ape revolution of the final half-hour, a scary and deftly handled passage.",NA,NA,1,NA
"m/rise_of_the_planet_of_the_apes","","True","Chicago Reader","Fresh","","2011-08-04","The first half (presumably where most of the narrative scenes were excised) is frustratingly arrhythmic; more satisfying is the ape revolution of the final half-hour, a scary and deftly handled passage.",NA,NA,1,NA
"m/rising_sun","","True","Entertainment Weekly","Rotten","","1993-07-30","","C+",4,0,-0.853760923015028
"m/rising_sun","","True","Entertainment Weekly","Rotten","","1993-07-30","","C+",4,0,-0.853760923015028
"m/rising_sun","","False","Film4","Rotten","","2008-04-09","aufman's heavy-handedness and a half-baked script with unfocused performances to match render this unentertaining, vacuous nonsense.",NA,NA,0,NA
"m/rising_sun","","False","TV Guide","Fresh","3/4","2008-04-09","The film grafts a fiercely modernist feel onto characters and themes right out of a 1940s film noir--an impressive achievement that more than makes up for a ponderous storyline.",NA,7.5,1,0.660878606051666
"m/rising_sun","","False","Film4","Rotten","","2008-04-09","aufman's heavy-handedness and a half-baked script with unfocused performances to match render this unentertaining, vacuous nonsense.",NA,NA,0,NA
"m/rising_sun","","False","TV Guide","Fresh","3/4","2008-04-09","The film grafts a fiercely modernist feel onto characters and themes right out of a 1940s film noir--an impressive achievement that more than makes up for a ponderous storyline.",NA,7.5,1,0.660878606051666
"m/rite","","False","TV Guide","Rotten","2/4","2006-08-29","Definitely not a film for everyone.",NA,5,0,-0.421006771853116
"m/rite","","False","TV Guide","Rotten","2/4","2006-08-29","Definitely not a film for everyone.",NA,5,0,-0.421006771853116
"m/rite","","True","Time Out","Fresh","","2013-07-22","A bold step forward in Bergman's analysis of human isolation.",NA,NA,1,NA
"m/rite","","True","Time Out","Fresh","","2013-07-22","A bold step forward in Bergman's analysis of human isolation.",NA,NA,1,NA
"m/river_of_no_return","","True","Time Out","Rotten","","2006-06-24","There really is no return.",NA,NA,0,NA
"m/river_of_no_return","","True","Time Out","Rotten","","2006-06-24","There really is no return.",NA,NA,0,NA
"m/river_of_no_return","","False","TV Guide","Fresh","3.5/4","2007-10-23","Director Otto Preminger's only western is a simple, frequently charming, and beautifully photographed film blessed with fine performances and great teamwork from Robert Mitchum and Marilyn Monroe.",NA,8.75,1,1.20182129500406
"m/river_of_no_return","","False","Film4","Rotten","","2007-10-23","Despite some pretty locations and occasional tension, there's little going on.",NA,NA,0,NA
"m/river_of_no_return","","False","Empire Magazine","Rotten","","2007-10-23","Some decent performances, but with this story they didn't have much of a chance.",NA,NA,0,NA
"m/river_of_no_return","","False","TV Guide","Fresh","3.5/4","2007-10-23","Director Otto Preminger's only western is a simple, frequently charming, and beautifully photographed film blessed with fine performances and great teamwork from Robert Mitchum and Marilyn Monroe.",NA,8.75,1,1.20182129500406
"m/river_of_no_return","","False","Film4","Rotten","","2007-10-23","Despite some pretty locations and occasional tension, there's little going on.",NA,NA,0,NA
"m/river_of_no_return","","False","Empire Magazine","Rotten","","2007-10-23","Some decent performances, but with this story they didn't have much of a chance.",NA,NA,0,NA
"m/river_runs_through_it","","True","Entertainment Weekly","Fresh","","1992-10-09","","B+",7,1,0.444501530470709
"m/river_runs_through_it","","True","Entertainment Weekly","Fresh","","1992-10-09","","B+",7,1,0.444501530470709
"m/river_runs_through_it","","False","Empire Magazine","Fresh","3/5","2001-06-06","Don't be put off by the fact that this is a fishing movie, A River Runs Through It is about as absorbing as it gets.",NA,6,1,0.0117473793087968
"m/river_runs_through_it","","False","Empire Magazine","Fresh","3/5","2001-06-06","Don't be put off by the fact that this is a fishing movie, A River Runs Through It is about as absorbing as it gets.",NA,6,1,0.0117473793087968
"m/river_runs_through_it","","True","Time Out","Fresh","","2006-06-24","Leave your preconceptions about fishing at the door: you'll be caught hook, line and sinker.",NA,NA,1,NA
"m/river_runs_through_it","","True","Time Out","Fresh","","2006-06-24","Leave your preconceptions about fishing at the door: you'll be caught hook, line and sinker.",NA,NA,1,NA
"m/river_runs_through_it","","False","Film4","Fresh","","2007-11-08","Although heart-throb Pitt steals the film to some extent, veteran actor Skerritt scores highly with his outstanding and heartfelt portrait of the watchful father.",NA,NA,1,NA
"m/river_runs_through_it","","False","TV Guide","Rotten","2.5/4","2007-11-08","Even set against the Sierra Club beauty of Redford's Montana, it's hard to get excited by fisherman casting their lines into the water.",NA,6.25,0,0.119935917099275
"m/river_runs_through_it","","False","Film4","Fresh","","2007-11-08","Although heart-throb Pitt steals the film to some extent, veteran actor Skerritt scores highly with his outstanding and heartfelt portrait of the watchful father.",NA,NA,1,NA
"m/river_runs_through_it","","False","TV Guide","Rotten","2.5/4","2007-11-08","Even set against the Sierra Club beauty of Redford's Montana, it's hard to get excited by fisherman casting their lines into the water.",NA,6.25,0,0.119935917099275
"m/river_wild","","True","Entertainment Weekly","Rotten","","1994-09-30","","C+",4,0,-0.853760923015028
"m/river_wild","","True","Entertainment Weekly","Rotten","","1994-09-30","","C+",4,0,-0.853760923015028
"m/rivers_and_tides_andy_goldsworthy_working_with_time","","False","Reel.com","Fresh","3.5/4","2003-01-03","",NA,8.75,1,1.20182129500406
"m/rivers_and_tides_andy_goldsworthy_working_with_time","","False","Reel.com","Fresh","3.5/4","2003-01-03","",NA,8.75,1,1.20182129500406
"m/rivers_and_tides_andy_goldsworthy_working_with_time","","False","San Diego Union-Tribune","Fresh","4/4","2003-05-09","Riedelsheimer captures this aspect of Goldsworthy's work and holds up a many-faceted mirror to its beauty. That is what ultimately makes the film so seductive.",NA,10,1,1.74276398395645
"m/rivers_and_tides_andy_goldsworthy_working_with_time","","False","San Diego Union-Tribune","Fresh","4/4","2003-05-09","Riedelsheimer captures this aspect of Goldsworthy's work and holds up a many-faceted mirror to its beauty. That is what ultimately makes the film so seductive.",NA,10,1,1.74276398395645
"m/rivers_and_tides_andy_goldsworthy_working_with_time","","True","Dallas Morning News","Fresh","","2003-07-24","Mr. Goldsworthy's work is meant to be photographed -- 'photography is the way that I talk about my sculptures,' he says -- and Mr. Riedelsheimer rises to the occasion.","A-",8,1,0.877255681632622
"m/rivers_and_tides_andy_goldsworthy_working_with_time","","True","Dallas Morning News","Fresh","","2003-07-24","Mr. Goldsworthy's work is meant to be photographed -- 'photography is the way that I talk about my sculptures,' he says -- and Mr. Riedelsheimer rises to the occasion.","A-",8,1,0.877255681632622
"m/rivers_and_tides_andy_goldsworthy_working_with_time","","False","Empire Magazine","Fresh","3/5","2006-12-30","",NA,6,1,0.0117473793087968
"m/rivers_and_tides_andy_goldsworthy_working_with_time","","False","Empire Magazine","Fresh","3/5","2006-12-30","",NA,6,1,0.0117473793087968
"m/rivers_edge","","False","TV Guide","Fresh","3.5/4","2007-07-18","One of the most haunting films of the 1980s, River's Edge looks at a suburban, postpunk generation which has no causes, no morals, no feelings, and, worst of all, no future.",NA,8.75,1,1.20182129500406
"m/rivers_edge","","False","TV Guide","Fresh","3.5/4","2007-07-18","One of the most haunting films of the 1980s, River's Edge looks at a suburban, postpunk generation which has no causes, no morals, no feelings, and, worst of all, no future.",NA,8.75,1,1.20182129500406
"m/rize","","False","Kansas City Star","Fresh","3.5/4","2005-06-24","Part mosh-pit melee, part epileptic seizure, the dancing on display in David LaChapelle's Rize is furiously violent and yet strikingly beautiful.",NA,8.75,1,1.20182129500406
"m/rize","","False","Baltimore Sun","Fresh","3/4","2005-06-24","",NA,7.5,1,0.660878606051666
"m/rize","","False","Kansas City Star","Fresh","3.5/4","2005-06-24","Part mosh-pit melee, part epileptic seizure, the dancing on display in David LaChapelle's Rize is furiously violent and yet strikingly beautiful.",NA,8.75,1,1.20182129500406
"m/rize","","False","Baltimore Sun","Fresh","3/4","2005-06-24","",NA,7.5,1,0.660878606051666
"m/rize","","False","Hollywood.com","Fresh","3.5/4","2005-07-05","",NA,8.75,1,1.20182129500406
"m/rize","","False","Hollywood.com","Fresh","3.5/4","2005-07-05","",NA,8.75,1,1.20182129500406
"m/rize","","False","Empire Magazine","Fresh","3/5","2006-04-01","",NA,6,1,0.0117473793087968
"m/rize","","False","Empire Magazine","Fresh","3/5","2006-04-01","",NA,6,1,0.0117473793087968
"m/road_to_el_dorado","","False","E! Online","Rotten","","2000-01-01","The script is often too cute for its own good.",NA,NA,0,NA
"m/road_to_el_dorado","","False","E! Online","Rotten","","2000-01-01","The script is often too cute for its own good.",NA,NA,0,NA
"m/road_to_el_dorado","","False","Hollywood.com","Fresh","3/4","2002-03-09","",NA,7.5,1,0.660878606051666
"m/road_to_el_dorado","","False","Hollywood.com","Fresh","3/4","2002-03-09","",NA,7.5,1,0.660878606051666
"m/road_to_morocco","","False","Film Threat","Fresh","4/5","2002-12-08","",NA,8,1,0.877255681632622
"m/road_to_morocco","","False","Film Threat","Fresh","4/5","2002-12-08","",NA,8,1,0.877255681632622
"m/road_to_morocco","","False","Film Threat","Fresh","4/5","2005-12-06","",NA,8,1,0.877255681632622
"m/road_to_morocco","","False","Film Threat","Fresh","4/5","2005-12-06","",NA,8,1,0.877255681632622
"m/road_to_perdition","","False","E! Online","Fresh","","2002-07-12","Mendes brings stylish direction and platefuls of mesmerizing cinematography to keep the film beautiful, tense and touching -- even if the Road never rises to the apex it should.","B+",7,1,0.444501530470709
"m/road_to_perdition","","False","E! Online","Fresh","","2002-07-12","Mendes brings stylish direction and platefuls of mesmerizing cinematography to keep the film beautiful, tense and touching -- even if the Road never rises to the apex it should.","B+",7,1,0.444501530470709
"m/robe","","False","Apollo Guide","Fresh","76/100","2005-05-13","",NA,7.6,1,0.704154021167857
"m/robe","","False","Apollo Guide","Fresh","76/100","2005-05-13","",NA,7.6,1,0.704154021167857
"m/robe","","True","Time Out","Rotten","","2006-02-09","Turgid direction, probably not helped by a necessarily cautious approach to framing, is married to creaky dialogue and stiff performances to render this of purely historical interest.",NA,NA,0,NA
"m/robe","","True","Time Out","Rotten","","2006-02-09","Turgid direction, probably not helped by a necessarily cautious approach to framing, is married to creaky dialogue and stiff performances to render this of purely historical interest.",NA,NA,0,NA
"m/robe","","False","TV Guide","Rotten","2.5/4","2008-01-11","Stick with The Ten Commandments, or try watching Fellini Satyricon instead.",NA,6.25,0,0.119935917099275
"m/robe","","False","TV Guide","Rotten","2.5/4","2008-01-11","Stick with The Ten Commandments, or try watching Fellini Satyricon instead.",NA,6.25,0,0.119935917099275
"m/robe","","False","Film4","Fresh","","2012-01-30","Everything, including performances, is turned up to eleven, and what it lacks in finesse it more than makes up for in sheer spectacle.",NA,NA,1,NA
"m/robe","","False","Film4","Fresh","","2012-01-30","Everything, including performances, is turned up to eleven, and what it lacks in finesse it more than makes up for in sheer spectacle.",NA,NA,1,NA
"m/robin_and_marian","","True","Time Out","Fresh","","2006-02-09","It's one of those rare movies, like King Hu's Touch of Zen, that handles its historical imagery so cleanly, and contains its pretensions so solidly within sure characterisation and plotting, that it is often sublimely expressive.",NA,NA,1,NA
"m/robin_and_marian","","True","Time Out","Fresh","","2006-02-09","It's one of those rare movies, like King Hu's Touch of Zen, that handles its historical imagery so cleanly, and contains its pretensions so solidly within sure characterisation and plotting, that it is often sublimely expressive.",NA,NA,1,NA
"m/robin_and_marian","","False","Film4","Fresh","","2014-03-31","A Richard Lester film starring Sean Connery and Audrey Hepburn has got to worth two hours of anybody's cinema-going time.",NA,NA,1,NA
"m/robin_and_marian","","False","TV Guide","Fresh","3/4","2014-03-31","A spotty picture that's sometimes satirical, a trifle pretentious, occasionally exciting.",NA,7.5,1,0.660878606051666
"m/robin_and_marian","","False","Film4","Fresh","","2014-03-31","A Richard Lester film starring Sean Connery and Audrey Hepburn has got to worth two hours of anybody's cinema-going time.",NA,NA,1,NA
"m/robin_and_marian","","False","TV Guide","Fresh","3/4","2014-03-31","A spotty picture that's sometimes satirical, a trifle pretentious, occasionally exciting.",NA,7.5,1,0.660878606051666
"m/robin_hood_prince_of_thieves","","True","Time Out","Fresh","","2006-06-24","The mix of comedy, '90s sensibility, and swashbuckling action is more hit than miss, even if the overall effect is rather slapdash.",NA,NA,1,NA
"m/robin_hood_prince_of_thieves","","True","Time Out","Fresh","","2006-06-24","The mix of comedy, '90s sensibility, and swashbuckling action is more hit than miss, even if the overall effect is rather slapdash.",NA,NA,1,NA
"m/robin_hood_prince_of_thieves","","False","Total Film","Fresh","4/5","2014-04-25","It was good in 1991. It's still good now.",NA,8,1,0.877255681632622
"m/robin_hood_prince_of_thieves","","False","Film4","Rotten","","2014-04-25","The familiar fable gets a modern makeover with mixed results.",NA,NA,0,NA
"m/robin_hood_prince_of_thieves","","False","TV Guide","Rotten","2.5/4","2014-04-25","One of 1991's biggest hits, for reasons increasingly obscure. Costner and company struggle desperately to make the Robin Hood legend relevant to contemporary audiences.",NA,6.25,0,0.119935917099275
"m/robin_hood_prince_of_thieves","","False","Total Film","Fresh","4/5","2014-04-25","It was good in 1991. It's still good now.",NA,8,1,0.877255681632622
"m/robin_hood_prince_of_thieves","","False","Film4","Rotten","","2014-04-25","The familiar fable gets a modern makeover with mixed results.",NA,NA,0,NA
"m/robin_hood_prince_of_thieves","","False","TV Guide","Rotten","2.5/4","2014-04-25","One of 1991's biggest hits, for reasons increasingly obscure. Costner and company struggle desperately to make the Robin Hood legend relevant to contemporary audiences.",NA,6.25,0,0.119935917099275
"m/robocop_2","","True","Variety","Rotten","","2001-02-13","This ultraviolent, nihilistic sequel has enough technical dazzle to impress hardware fans, but obviously no one in the Orion front office told filmmakers that less is more.",NA,NA,0,NA
"m/robocop_2","","True","Variety","Rotten","","2001-02-13","This ultraviolent, nihilistic sequel has enough technical dazzle to impress hardware fans, but obviously no one in the Orion front office told filmmakers that less is more.",NA,NA,0,NA
"m/robocop_3","","False","Film4","Rotten","","2009-08-04","What was turning out to be a smart franchise here loses an edge it never quite recovers.",NA,NA,0,NA
"m/robocop_3","","False","TV Guide","Rotten","2/4","2009-08-04","The movie seems stuck betwixt and between.",NA,5,0,-0.421006771853116
"m/robocop_3","","False","Film4","Rotten","","2009-08-04","What was turning out to be a smart franchise here loses an edge it never quite recovers.",NA,NA,0,NA
"m/robocop_3","","False","TV Guide","Rotten","2/4","2009-08-04","The movie seems stuck betwixt and between.",NA,5,0,-0.421006771853116
"m/robot_stories","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/robot_stories","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/robots","","False","Baltimore Sun","Fresh","4/4","2005-03-11","",NA,10,1,1.74276398395645
"m/robots","","False","Hollywood.com","Fresh","3.5/4","2005-03-11","",NA,8.75,1,1.20182129500406
"m/robots","","False","E! Online","Fresh","","2005-03-11","Fine, if you don't mind a few kinks.","B-",5,1,-0.421006771853116
"m/robots","","False","Baltimore Sun","Fresh","4/4","2005-03-11","",NA,10,1,1.74276398395645
"m/robots","","False","Hollywood.com","Fresh","3.5/4","2005-03-11","",NA,8.75,1,1.20182129500406
"m/robots","","False","E! Online","Fresh","","2005-03-11","Fine, if you don't mind a few kinks.","B-",5,1,-0.421006771853116
"m/robots","","False","Hartford Courant","Fresh","4/5","2005-03-18","",NA,8,1,0.877255681632622
"m/robots","","False","Hartford Courant","Fresh","4/5","2005-03-18","",NA,8,1,0.877255681632622
"m/robots","","False","Bullz-Eye.com","Fresh","3/5","2005-07-05","",NA,6,1,0.0117473793087968
"m/robots","","False","Bullz-Eye.com","Fresh","3/5","2005-07-05","",NA,6,1,0.0117473793087968
"m/robots","","False","Empire Magazine","Fresh","3/5","2006-04-01","",NA,6,1,0.0117473793087968
"m/robots","","False","Empire Magazine","Fresh","3/5","2006-04-01","",NA,6,1,0.0117473793087968
"m/rock_a_doodle","","True","Entertainment Weekly","Rotten","","1992-04-03","","D-",0.5,0,-2.36840045208172
"m/rock_a_doodle","","True","Entertainment Weekly","Rotten","","1992-04-03","","D-",0.5,0,-2.36840045208172
"m/rock_n_roll_frankenstein_1999","","False","Film Threat","Fresh","3.5/5","2002-12-08","",NA,7,1,0.444501530470709
"m/rock_n_roll_frankenstein_1999","","False","Film Threat","Fresh","3.5/5","2002-12-08","",NA,7,1,0.444501530470709
"m/rock_n_roll_frankenstein_1999","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/rock_n_roll_frankenstein_1999","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/rock_of_ages_2012","","False","Liverpool Echo","Fresh","","2012-06-15","Adam Shankman cranks up the volume to a Spinal Tap 11 for this energetic musical based on the popular stage show.",NA,NA,1,NA
"m/rock_of_ages_2012","","False","Liverpool Echo","Fresh","","2012-06-15","Adam Shankman cranks up the volume to a Spinal Tap 11 for this energetic musical based on the popular stage show.",NA,NA,1,NA
"m/rock_star","","False","BeatBoxBetty.com","Rotten","","2001-09-07","Overall, a dull trip down Nostalgic Road.",NA,NA,0,NA
"m/rock_star","","False","E! Online","Fresh","","2001-09-07","If you lived for Def Leppard, Bon Jovi, et al., during the '80s, then you'll enjoy the nostalgic nods during this period piece.",NA,NA,1,NA
"m/rock_star","","False","BeatBoxBetty.com","Rotten","","2001-09-07","Overall, a dull trip down Nostalgic Road.",NA,NA,0,NA
"m/rock_star","","False","E! Online","Fresh","","2001-09-07","If you lived for Def Leppard, Bon Jovi, et al., during the '80s, then you'll enjoy the nostalgic nods during this period piece.",NA,NA,1,NA
"m/rock_star","","False","Hollywood.com","Fresh","3/5","2002-09-09","This is not Spinal Tap, but it is a fun though far from decadent or persuasive rock epic about finding your own voice in life.",NA,6,1,0.0117473793087968
"m/rock_star","","False","Hollywood.com","Fresh","3/5","2002-09-09","This is not Spinal Tap, but it is a fun though far from decadent or persuasive rock epic about finding your own voice in life.",NA,6,1,0.0117473793087968
"m/rock_star","","False","Film Threat","Rotten","2.5/5","2005-12-06","",NA,5,0,-0.421006771853116
"m/rock_star","","False","Film Threat","Rotten","2.5/5","2005-12-06","",NA,5,0,-0.421006771853116
"m/rock_the_bells","","False","Los Angeles Daily News","Rotten","2.5/4","2007-05-05","The show goes on -- despite the Wu-Tang Clan.",NA,6.25,0,0.119935917099275
"m/rock_the_bells","","False","Los Angeles Daily News","Rotten","2.5/4","2007-05-05","The show goes on -- despite the Wu-Tang Clan.",NA,6.25,0,0.119935917099275
"m/rockabye_baby","","True","Time Out","Rotten","","2006-02-09","The gear-change from manic slapstick (watch out for the berserk hosepipe) to cringing sentimentality about babies and nappies is hard to take.",NA,NA,0,NA
"m/rockabye_baby","","True","Time Out","Rotten","","2006-02-09","The gear-change from manic slapstick (watch out for the berserk hosepipe) to cringing sentimentality about babies and nappies is hard to take.",NA,NA,0,NA
"m/rockabye_baby","","False","TV Guide","Fresh","3/4","2007-11-12","Lewis stars in this Frank Tashlin directed film as a gawky TV repairman who falls in love with actress Maxwell.",NA,7.5,1,0.660878606051666
"m/rockabye_baby","","False","TV Guide","Fresh","3/4","2007-11-12","Lewis stars in this Frank Tashlin directed film as a gawky TV repairman who falls in love with actress Maxwell.",NA,7.5,1,0.660878606051666
"m/rockers","","True","Time Out","Fresh","","2006-06-24","An excellent soundtrack, and an endearingly witty script which digresses through explanations of the Rasta faith and countless idiosyncratic solidarity rituals, make for a delightful piece of whimsy.",NA,NA,1,NA
"m/rockers","","True","Time Out","Fresh","","2006-06-24","An excellent soundtrack, and an endearingly witty script which digresses through explanations of the Rasta faith and countless idiosyncratic solidarity rituals, make for a delightful piece of whimsy.",NA,NA,1,NA
"m/rocket_science","","True","Fort Worth Star-Telegram/DFW.com","Fresh","4/5","2007-08-24","Blitz gradually drops the glib pose and deepens the emotions in the film -- until, by the end, you find yourself unexpectedly close to tears.",NA,8,1,0.877255681632622
"m/rocket_science","","True","Fort Worth Star-Telegram/DFW.com","Fresh","4/5","2007-08-24","Blitz gradually drops the glib pose and deepens the emotions in the film -- until, by the end, you find yourself unexpectedly close to tears.",NA,8,1,0.877255681632622
"m/rocket_science","","True","Fort Worth Star-Telegram/DFW.com","Fresh","4/5","2007-09-10","The most complicated and original teenage characters we've seen in a movie in a very long time.",NA,8,1,0.877255681632622
"m/rocket_science","","True","Fort Worth Star-Telegram/DFW.com","Fresh","4/5","2007-09-10","The most complicated and original teenage characters we've seen in a movie in a very long time.",NA,8,1,0.877255681632622
"m/rocket_science","","False","Bullz-Eye.com","Rotten","2/5","2007-10-06","",NA,4,0,-0.853760923015028
"m/rocket_science","","False","Bullz-Eye.com","Rotten","2/5","2007-10-06","",NA,4,0,-0.853760923015028
"m/rocketeer","","False","Empire Magazine","Rotten","2/5","2000-01-01","Reaches for the skies but runs out of fuel.",NA,4,0,-0.853760923015028
"m/rocketeer","","False","Empire Magazine","Rotten","2/5","2000-01-01","Reaches for the skies but runs out of fuel.",NA,4,0,-0.853760923015028
"m/rocketeer","","False","TV Guide","Rotten","2/4","2007-04-18","The result is a movie that looks nice and moves along efficiently, but offers little reason for anyone to watch.",NA,5,0,-0.421006771853116
"m/rocketeer","","True","Variety","Fresh","","2007-04-18","This $40 million adventure fantasy puts a shiny polish on familiar elements: airborne hero, damsel in distress, Nazi villains, 1930s Hollywood glamor, and dazzling special effects.",NA,NA,1,NA
"m/rocketeer","","False","TV Guide","Rotten","2/4","2007-04-18","The result is a movie that looks nice and moves along efficiently, but offers little reason for anyone to watch.",NA,5,0,-0.421006771853116
"m/rocketeer","","True","Variety","Fresh","","2007-04-18","This $40 million adventure fantasy puts a shiny polish on familiar elements: airborne hero, damsel in distress, Nazi villains, 1930s Hollywood glamor, and dazzling special effects.",NA,NA,1,NA
"m/rocketeer","","False","Film4","Rotten","","2010-07-16","Energetic, but the script is routine.",NA,NA,0,NA
"m/rocketeer","","False","Film4","Rotten","","2010-07-16","Energetic, but the script is routine.",NA,NA,0,NA
"m/rocketman_1997","","True","Entertainment Weekly","Rotten","","1997-10-10","","C-",2,0,-1.71926922533885
"m/rocketman_1997","","True","Entertainment Weekly","Rotten","","1997-10-10","","C-",2,0,-1.71926922533885
"m/rocketman_1997","","True","Globe and Mail","Rotten","2.5/4","2002-04-12","",NA,6.25,0,0.119935917099275
"m/rocketman_1997","","True","Globe and Mail","Rotten","2.5/4","2002-04-12","",NA,6.25,0,0.119935917099275
"m/rocknrolla","","True","St. Louis Post-Dispatch","Rotten","2/4","2008-09-04","",NA,5,0,-0.421006771853116
"m/rocknrolla","","False","Bullz-Eye.com","Fresh","4/5","2008-09-04","",NA,8,1,0.877255681632622
"m/rocknrolla","","True","St. Louis Post-Dispatch","Rotten","2/4","2008-09-04","",NA,5,0,-0.421006771853116
"m/rocknrolla","","False","Bullz-Eye.com","Fresh","4/5","2008-09-04","",NA,8,1,0.877255681632622
"m/rocknrolla","","False","The Sun (UK)","Fresh","3/5","2008-09-05","These infrequent moments of genius only confirm what The Sneak has believed for a while - that Guy should stop writing scripts and start directing other people's movies.",NA,6,1,0.0117473793087968
"m/rocknrolla","","False","The Sun (UK)","Fresh","3/5","2008-09-05","These infrequent moments of genius only confirm what The Sneak has believed for a while - that Guy should stop writing scripts and start directing other people's movies.",NA,6,1,0.0117473793087968
